Measure Names,reg_area_cod,species,year,Measure Values
landings,7BCEFGHJK,USK,2007,5.806
discards,7BCEFGHJK,USK,2008,0
landings,7BCEFGHJK,USK,2008,2.991
discards,7BCEFGHJK,USK,2009,0
landings,7BCEFGHJK,USK,2009,4.701
discards,7BCEFGHJK,USK,2010,0
landings,7BCEFGHJK,USK,2010,4.184
discards,7BCEFGHJK,USK,2011,10.91
landings,7BCEFGHJK,USK,2011,5.525
discards,7BCEFGHJK,USK,2012,0
landings,7BCEFGHJK,USK,2012,3.56052
discards,7BCEFGHJK,USK,2013,17.88
landings,7BCEFGHJK,USK,2013,1.08
discards,7BCEFGHJK,USK,2014,0
landings,7BCEFGHJK,USK,2014,1.83585
discards,7BCEFGHJK,USK,2015,0
landings,7BCEFGHJK,USK,2015,0.61116
discards,7BCEFGHJK,VEV,2014,
landings,7BCEFGHJK,VEV,2014,5.03502
discards,7BCEFGHJK,VEV,2015,
landings,7BCEFGHJK,VEV,2015,4.85699
discards,7BCEFGHJK,VLO,2014,
landings,7BCEFGHJK,VLO,2014,0.56975
discards,7BCEFGHJK,VLO,2015,
landings,7BCEFGHJK,VLO,2015,0.84637
discards,7BCEFGHJK,VSC,2014,
landings,7BCEFGHJK,VSC,2014,36.92919
discards,7BCEFGHJK,VSC,2015,
landings,7BCEFGHJK,VSC,2015,178.082
discards,7BCEFGHJK,WEG,2003,1.064
landings,7BCEFGHJK,WEG,2003,0.237
discards,7BCEFGHJK,WEG,2004,1.042
landings,7BCEFGHJK,WEG,2004,2.125
discards,7BCEFGHJK,WEG,2005,0
landings,7BCEFGHJK,WEG,2005,0.83
discards,7BCEFGHJK,WEG,2006,0
landings,7BCEFGHJK,WEG,2006,0.536
discards,7BCEFGHJK,WEG,2007,
landings,7BCEFGHJK,WEG,2007,0.953
discards,7BCEFGHJK,WEG,2008,0
landings,7BCEFGHJK,WEG,2008,0.937
discards,7BCEFGHJK,WEG,2009,
landings,7BCEFGHJK,WEG,2009,0.937
discards,7BCEFGHJK,WEG,2011,
landings,7BCEFGHJK,WEG,2011,0.465
discards,7BCEFGHJK,WEG,2012,
landings,7BCEFGHJK,WEG,2012,0.336
discards,7BCEFGHJK,WEG,2013,0.484
landings,7BCEFGHJK,WEG,2013,0.345
discards,7BCEFGHJK,WEG,2014,
landings,7BCEFGHJK,WEG,2014,2.3714
discards,7BCEFGHJK,WEG,2015,1.538
landings,7BCEFGHJK,WEG,2015,2.96456
discards,7BCEFGHJK,WHB,2003,415.286
landings,7BCEFGHJK,WHB,2003,6.048
discards,7BCEFGHJK,WHB,2004,215.595
landings,7BCEFGHJK,WHB,2004,0.04
discards,7BCEFGHJK,WHB,2005,1728.084
landings,7BCEFGHJK,WHB,2005,0
discards,7BCEFGHJK,WHB,2006,829.482
landings,7BCEFGHJK,WHB,2006,0.05
discards,7BCEFGHJK,WHB,2007,45.472
landings,7BCEFGHJK,WHB,2007,0
discards,7BCEFGHJK,WHB,2008,494.533
landings,7BCEFGHJK,WHB,2008,2414.899
discards,7BCEFGHJK,WHB,2009,60.309
landings,7BCEFGHJK,WHB,2009,0.01
discards,7BCEFGHJK,WHB,2010,107.739
landings,7BCEFGHJK,WHB,2010,25.3525
discards,7BCEFGHJK,WHB,2011,44.259
landings,7BCEFGHJK,WHB,2011,0
discards,7BCEFGHJK,WHB,2012,69.313
landings,7BCEFGHJK,WHB,2012,0
discards,7BCEFGHJK,WHB,2013,88.804
landings,7BCEFGHJK,WHB,2013,0
discards,7BCEFGHJK,WHB,2014,168.219
landings,7BCEFGHJK,WHB,2014,0.442
discards,7BCEFGHJK,WHB,2015,143.02
landings,7BCEFGHJK,WHB,2015,0.03
discards,7BCEFGHJK,WHE,2003,
landings,7BCEFGHJK,WHE,2003,8.095
discards,7BCEFGHJK,WHE,2004,
landings,7BCEFGHJK,WHE,2004,5.205
discards,7BCEFGHJK,WHE,2005,0
landings,7BCEFGHJK,WHE,2005,3.761
discards,7BCEFGHJK,WHE,2006,
landings,7BCEFGHJK,WHE,2006,7.249
discards,7BCEFGHJK,WHE,2007,
landings,7BCEFGHJK,WHE,2007,5.222
discards,7BCEFGHJK,WHE,2008,
landings,7BCEFGHJK,WHE,2008,4.373
discards,7BCEFGHJK,WHE,2009,
landings,7BCEFGHJK,WHE,2009,4.373
discards,7BCEFGHJK,WHE,2011,
landings,7BCEFGHJK,WHE,2011,27.74
discards,7BCEFGHJK,WHE,2012,0
landings,7BCEFGHJK,WHE,2012,30.216
discards,7BCEFGHJK,WHE,2013,
landings,7BCEFGHJK,WHE,2013,14.034
discards,7BCEFGHJK,WHE,2014,
landings,7BCEFGHJK,WHE,2014,12.0909
discards,7BCEFGHJK,WHE,2015,0
landings,7BCEFGHJK,WHE,2015,15.1784
discards,7BCEFGHJK,WHG,2003,3598.94
landings,7BCEFGHJK,WHG,2003,9706.9913
discards,7BCEFGHJK,WHG,2004,9999.704
landings,7BCEFGHJK,WHG,2004,8536.8842
discards,7BCEFGHJK,WHG,2005,6806.623
landings,7BCEFGHJK,WHG,2005,11916.411
discards,7BCEFGHJK,WHG,2006,2080.223
landings,7BCEFGHJK,WHG,2006,9057.0775
discards,7BCEFGHJK,WHG,2007,13464.739
landings,7BCEFGHJK,WHG,2007,8649.1988
discards,7BCEFGHJK,WHG,2008,5366.792
landings,7BCEFGHJK,WHG,2008,5508.8289
discards,7BCEFGHJK,WHG,2009,7154.959805
landings,7BCEFGHJK,WHG,2009,6132.2555
discards,7BCEFGHJK,WHG,2010,4750.221434
landings,7BCEFGHJK,WHG,2010,8025.22998
discards,7BCEFGHJK,WHG,2011,4044.248687
landings,7BCEFGHJK,WHG,2011,8907.37035
discards,7BCEFGHJK,WHG,2012,5540.097653
landings,7BCEFGHJK,WHG,2012,9493.97316
discards,7BCEFGHJK,WHG,2013,2871.12552
landings,7BCEFGHJK,WHG,2013,11155.65688
discards,7BCEFGHJK,WHG,2014,5648.651994
landings,7BCEFGHJK,WHG,2014,12609.09984
discards,7BCEFGHJK,WHG,2015,7286.025984
landings,7BCEFGHJK,WHG,2015,12630.61665
discards,7BCEFGHJK,WHM,2013,
landings,7BCEFGHJK,WHM,2013,0.12
discards,7BCEFGHJK,WIT,2003,273.666
landings,7BCEFGHJK,WIT,2003,1435.226
discards,7BCEFGHJK,WIT,2004,216.546
landings,7BCEFGHJK,WIT,2004,1491.4547
discards,7BCEFGHJK,WIT,2005,193.58
landings,7BCEFGHJK,WIT,2005,998.3337
discards,7BCEFGHJK,WIT,2006,170.923
landings,7BCEFGHJK,WIT,2006,741.8063
discards,7BCEFGHJK,WIT,2007,306.246
landings,7BCEFGHJK,WIT,2007,665.0226
discards,7BCEFGHJK,WIT,2008,185.219
landings,7BCEFGHJK,WIT,2008,606.49
discards,7BCEFGHJK,WIT,2009,178.123
landings,7BCEFGHJK,WIT,2009,670.9543
discards,7BCEFGHJK,WIT,2010,3324.890652
landings,7BCEFGHJK,WIT,2010,7056.76924
discards,7BCEFGHJK,WIT,2011,4897.141676
landings,7BCEFGHJK,WIT,2011,6407.46168
discards,7BCEFGHJK,WIT,2012,464.225545
landings,7BCEFGHJK,WIT,2012,1710.27274
discards,7BCEFGHJK,WIT,2013,1198.891304
landings,7BCEFGHJK,WIT,2013,2323.73206
discards,7BCEFGHJK,WIT,2014,337.781032
landings,7BCEFGHJK,WIT,2014,1218.86699
discards,7BCEFGHJK,WIT,2015,384.360983
landings,7BCEFGHJK,WIT,2015,1137.99654
discards,7BCEFGHJK,WRA,2003,0
landings,7BCEFGHJK,WRA,2003,7.499
discards,7BCEFGHJK,WRA,2004,0
landings,7BCEFGHJK,WRA,2004,9.467
discards,7BCEFGHJK,WRA,2005,0
landings,7BCEFGHJK,WRA,2005,7.298
discards,7BCEFGHJK,WRA,2006,0
landings,7BCEFGHJK,WRA,2006,8.689
discards,7BCEFGHJK,WRA,2007,0
landings,7BCEFGHJK,WRA,2007,5.38
discards,7BCEFGHJK,WRA,2008,0
landings,7BCEFGHJK,WRA,2008,4.728
discards,7BCEFGHJK,WRA,2009,
landings,7BCEFGHJK,WRA,2009,4.728
discards,7BCEFGHJK,WRA,2011,
landings,7BCEFGHJK,WRA,2011,1.151
discards,7BCEFGHJK,WRA,2012,
landings,7BCEFGHJK,WRA,2012,2.256
discards,7BCEFGHJK,WRA,2013,
landings,7BCEFGHJK,WRA,2013,3.45
discards,7BCEFGHJK,WRA,2014,
landings,7BCEFGHJK,WRA,2014,7.875
discards,7BCEFGHJK,WRA,2015,
landings,7BCEFGHJK,WRA,2015,5.081
discards,7BCEFGHJK,WRF,2003,0
landings,7BCEFGHJK,WRF,2003,0.061
discards,7BCEFGHJK,WRF,2004,
landings,7BCEFGHJK,WRF,2004,0.051
discards,7BCEFGHJK,WRF,2005,0
landings,7BCEFGHJK,WRF,2005,0.063
discards,7BCEFGHJK,WRF,2006,0
landings,7BCEFGHJK,WRF,2006,0.099
discards,7BCEFGHJK,WRF,2007,0
landings,7BCEFGHJK,WRF,2007,0.157
discards,7BCEFGHJK,WRF,2008,
landings,7BCEFGHJK,WRF,2008,0.059
discards,7BCEFGHJK,WRF,2009,
landings,7BCEFGHJK,WRF,2009,0.062
discards,7BCEFGHJK,WRF,2010,
landings,7BCEFGHJK,WRF,2010,1.151
discards,7BCEFGHJK,WRF,2011,
landings,7BCEFGHJK,WRF,2011,0.002
discards,7BCEFGHJK,WRF,2012,
landings,7BCEFGHJK,WRF,2012,0.2787
discards,7BCEFGHJK,WRF,2013,
landings,7BCEFGHJK,WRF,2013,0.029
discards,7BCEFGHJK,WRF,2014,
landings,7BCEFGHJK,WRF,2014,0.14705
discards,7BCEFGHJK,WRF,2015,0
landings,7BCEFGHJK,WRF,2015,0.16013
discards,7BCEFGHJK,YEI,2010,0.001
landings,7BCEFGHJK,YEI,2010,0
discards,7BCEFGHJK,YEL,2006,
landings,7BCEFGHJK,YEL,2006,0.101
discards,7BCEFGHJK,YEL,2007,0
landings,7BCEFGHJK,YEL,2007,0.01
discards,7BCEFGHJK,YFT,2010,
landings,7BCEFGHJK,YFT,2010,0.06
discards,7BCEFGHJK,ZGP,2003,0.839
landings,7BCEFGHJK,ZGP,2003,0
discards,7BCEFGHJK,ZGP,2004,0.544
landings,7BCEFGHJK,ZGP,2004,0
discards,7BCEFGHJK,ZGP,2006,0.769
landings,7BCEFGHJK,ZGP,2006,0
discards,7BCEFGHJK,ZGP,2008,0.972
landings,7BCEFGHJK,ZGP,2008,0
discards,7BCEFGHJK,ZGP,2009,2.212
landings,7BCEFGHJK,ZGP,2009,0
discards,7BCEFGHJK,ZGP,2010,0.068
landings,7BCEFGHJK,ZGP,2010,0
discards,7BCEFGHJK,ZGP,2011,0.769
landings,7BCEFGHJK,ZGP,2011,0
discards,7BCEFGHJK,ZGP,2012,0.143
landings,7BCEFGHJK,ZGP,2012,0
discards,7BCEFGHJK,ZGP,2013,0.473
landings,7BCEFGHJK,ZGP,2013,0
discards,7BCEFGHJK,ZGP,2014,0.063
landings,7BCEFGHJK,ZGP,2014,0
discards,7BCEFGHJK,ZGP,2015,0.075
landings,7BCEFGHJK,ZGP,2015,0
